canonical_name,entity_name,similarity_score,count,group_id
Sixth Floor Limited,Sixth Floor Limited,100.0,1,2593
Sixth Floor Limited,Sith Floor Limited,97.2972972972973,1,2593
Sir Paul Hasluck Foundation,Sir Paul Hasluck Foundation,100.0,1,2595
Sir Paul Hasluck Foundation,Sir Paul Hashick Foundation,92.5925925925926,1,2595
Shriro Holdings Limited,Shriro Holdings Limited,100.0,1,2597
Shriro Holdings Limited,Ruralco Holdings Limited,80.85106382978724,1,2597
Sheraton on the Park Sydney,Sheraton on the Park Sydney,100.0,1,2599
Sheraton on the Park Sydney,Sheraton on the Park,85.1063829787234,1,2599
Seven Locks Enhanced Fund Ltd,Seven Locks Enhanced Fund Ltd,100.0,1,2601
Seven Locks Enhanced Fund Ltd,Seven Locks Enhanced Fund Limited,80.64516129032258,1,2601
Semaphore and Port Adelaide RSL Clubs,Semaphore and Port Adelaide RSL Clubs,100.0,1,2603
Semaphore and Port Adelaide RSL Clubs,Semaphore and Port Adelaide RSL Club,98.63013698630137,1,2603
Self Managed Super Fund,Self Managed Super Fund,100.0,1,2605
Self Managed Super Fund,RA Coulton Self Managed Super Fund,80.70175438596492,1,2605
"Seddon, VIC","Seddon, VIC",100.0,1,2607
"Seddon, VIC","Meldon, VIC",81.81818181818181,1,2607
Scouts Australia,Scouts Australia,100.0,1,2609
Scouts Australia,Australian Sceptics,80.0,1,2609
Save the Children and the Bill & Melinda Gates Foundation,Save the Children and the Bill & Melinda Gates Foundation,100.0,1,2611
Save the Children and the Bill & Melinda Gates Foundation,Save the Children & Bill and Melinda Gates Foundation,96.36363636363636,1,2611
SZGG.DE (Spouse),SZGG.DE (Spouse),100.0,1,2613
SZGG.DE (Spouse),SIEGn.DE (Spouse),84.84848484848484,1,2613
SPAA Conference 2010,SPAA Conference 2010,100.0,1,2615
SPAA Conference 2010,HACO 2011 Conference,80.0,1,2615
SIL.ASX,SIL.ASX,100.0,1,2617
SIL.ASX,ASIA.ASX,80.0,1,2617
SDRL.K,SDRL.K,100.0,1,2619
SDRL.K,SDRL,80.0,1,2619
SDA union,SDA union,100.0,1,2621
SDA union,SDA Union,88.88888888888889,1,2621
SCINTILLA STRATEGIC INVESTMENTS LTD,SCINTILLA STRATEGIC INVESTMENTS LTD,100.0,1,2623
SCINTILLA STRATEGIC INVESTMENTS LTD,SCINTILLA STRATEGIC INVESTMENTS,93.93939393939394,1,2623
SBS Television Australia,SBS Television Australia,100.0,1,2625
SBS Television Australia,Astra Television,80.0,1,2625
SA Buchholz & LC Buchholz and CE Fanning & AH Fanning,SA Buchholz & LC Buchholz and CE Fanning & AH Fanning,100.0,1,2627
SA Buchholz & LC Buchholz and CE Fanning & AH Fanning,SA Buchholz & LC Buchholz & CE Fanning & AH Fanning,94.23076923076923,1,2627
SA Buchholz & CE & AH Fanning,SA Buchholz & CE & AH Fanning,100.0,1,2629
SA Buchholz & CE & AH Fanning,S.A Buchholz & A Fanning & C Fanning,83.07692307692307,1,2629
SA Buchholz & CE & AH Fanning,CE Fanning & AH Fanning G&S Buchholz,80.0,1,2630
Rural Fire Service,Rural Fire Service,100.0,1,2632
Rural Fire Service,NSW Rural Fire Service,90.0,1,2632
Rural Fire Service,Davidson Rural Fire Service,80.0,1,2633
Royal Sydney Golf Club,Royal Sydney Golf Club,100.0,1,2635
Royal Sydney Golf Club,Royal Sydney G C,84.21052631578947,1,2635
Royal Automobile Club of Tasmania (RACT),Royal Automobile Club of Tasmania (RACT),100.0,1,2637
Royal Automobile Club of Tasmania (RACT),Royal Automobile Club of Tasmania,90.41095890410959,1,2637
Rotory Club of North Sydney,Rotory Club of North Sydney,100.0,1,2639
Rotory Club of North Sydney,Rotary of North Sydney,85.71428571428572,1,2639
Rotary Club of Manly,Rotary Club of Manly,100.0,1,2641
Rotary Club of Manly,Rotary Club of Mandurah,83.72093023255813,1,2641
"Riviera Super Pty Ltd (Trustee), Van Manen Family Superannuation Fund","Riviera Super Pty Ltd (Trustee), Van Manen Family Superannuation Fund",100.0,1,2643
"Riviera Super Pty Ltd (Trustee), Van Manen Family Superannuation Fund",Riviera Super Pty Ltd (Trustee) Van Manen Family Superannuation Fund,99.27007299270073,1,2643
Riverside Theatre Parramatta,Riverside Theatre Parramatta,100.0,1,2645
Riverside Theatre Parramatta,Riverside National Theatre of Parramatta,82.35294117647058,1,2645
Riverside Industrial Maintenance Qld Pty Ltd,Riverside Industrial Maintenance Qld Pty Ltd,100.0,1,2647
Riverside Industrial Maintenance Qld Pty Ltd,Riverside Industrial Maintenance QLD Pty,90.47619047619048,1,2647
Riverside Industrial Maintenance Qld Pty Ltd,Riverside Industrial Maintenance Qld (Pty Ltd),88.88888888888889,1,2648
Returned Servicemen's League,Returned Servicemen's League,100.0,1,2650
Returned Servicemen's League,Returned & Services League,88.88888888888889,1,2650
Redhead Surf Life Saving Club,Redhead Surf Life Saving Club,100.0,1,2652
Redhead Surf Life Saving Club,Mt Martha Surf Life Saving Club,80.0,1,2652
Ramsay Street Developments Pty Ltd,Ramsay Street Developments Pty Ltd,100.0,1,2654
Ramsay Street Developments Pty Ltd,Ramsay Street Development Pty Ltd,98.50746268656717,1,2654
RMBL Investments Ltd,RMBL Investments Ltd,100.0,1,2656
RMBL Investments Ltd,RMBL Investments Limited,90.9090909090909,1,2656
RL Windsor & Son Pty Ltd,RL Windsor & Son Pty Ltd,100.0,1,2658
RL Windsor & Son Pty Ltd,R.L. Windsor & Son Pty Ltd,96.0,1,2658
RIVERSIDE INDUSTRIAL MAINTENANCE QLD PTY LTD,RIVERSIDE INDUSTRIAL MAINTENANCE QLD PTY LTD,100.0,1,2660
RIVERSIDE INDUSTRIAL MAINTENANCE QLD PTY LTD,RIVERSIDE INDUSTRIAL MAINTAINCE,80.0,1,2660
RFX.ASX,RFX.ASX,100.0,1,2662
RFX.ASX,RF1.ASX,85.71428571428572,1,2662
REM RAMSEY,REM RAMSEY,100.0,1,2664
REM RAMSEY,RE TM RAMSEY,90.9090909090909,1,2664
RARE Infrastructure Value Fund,RARE Infrastructure Value Fund,100.0,1,2666
RARE Infrastructure Value Fund,RARE Infrastructure Value Fd – Unhedged,81.15942028985508,1,2666
RAM Consultants Pty Ltd,RAM Consultants Pty Ltd,100.0,1,2668
RAM Consultants Pty Ltd,RAM Consultants P/L,80.95238095238095,1,2668
RAAF Reserve,RAAF Reserve,100.0,1,2670
RAAF Reserve,R.A.A.F Reserve,88.88888888888889,1,2670
RAAF Reserve,R.A.A.F. Reserve,85.71428571428572,1,2671
R Willcox Pty Ltd,R Willcox Pty Ltd,100.0,1,2673
R Willcox Pty Ltd,A & R Willcox Pty Ltd,89.47368421052632,1,2673
R Property Development Pty Ltd,R Property Development Pty Ltd,100.0,1,2675
R Property Development Pty Ltd,A & R Property Development Pty Ltd,93.75,1,2675
R Land Pty Ltd,R Land Pty Ltd,100.0,1,2677
R Land Pty Ltd,A & R Land Pty Ltd,87.5,1,2677
R & A Corporation Pty Ltd,R & A Corporation Pty Ltd,100.0,1,2679
R & A Corporation Pty Ltd,A Corporation Pty Ltd,91.30434782608697,1,2679
Queenslanders' Credit Union,Queenslanders' Credit Union,100.0,1,2681
Queenslanders' Credit Union,Queenslanders Credit Union,98.11320754716981,1,2681
Queensland Rugby Union,Queensland Rugby Union,100.0,1,2683
Queensland Rugby Union,Qld Rugby Union,81.08108108108108,1,2683
"Qantas, Virgin Australia, Foxtel, ASTRA","Qantas, Virgin Australia, Foxtel, ASTRA",100.0,1,2685
"Qantas, Virgin Australia, Foxtel, ASTRA","Qantas, Virgin Australia, Foxtel",90.14084507042254,1,2685
"Qantas, Virgin Australia, Foxtel, ASTRA","ASTRA, Qantas, Virgin Australia",85.71428571428572,1,2686
Qantas and Emirates,Qantas and Emirates,100.0,1,2688
Qantas and Emirates,Emirates; Qantas,85.71428571428572,1,2688
Qantas and Emirates,Emirates/Qantas,82.35294117647058,1,2689
Qantas Lounge and Virgin Club,Qantas Lounge and Virgin Club,100.0,1,2691
Qantas Lounge and Virgin Club,Qantas Chairmans Lounge and Virgin Club,85.29411764705883,1,2691
Qantas Lounge and Virgin Club,Qantas Chairman's Lounge and Virgin Club,84.05797101449275,1,2692
Qantas Chairmans Lounge & Virgin Airlines,Qantas Chairmans Lounge & Virgin Airlines,100.0,1,2694
Qantas Chairmans Lounge & Virgin Airlines,Qantas Chairman's Lounge & Virgin Club,81.0126582278481,1,2694
QT Lounge,QT Lounge,100.0,1,2696
QT Lounge,QANTAS Lounge,81.81818181818181,1,2696
QSuper Limited,QSuper Limited,100.0,1,2698
QSuper Limited,Q Super Ltd,80.0,1,2698
"QBank, NAB, CBA, Westpac","QBank, NAB, CBA, Westpac",100.0,1,2700
"QBank, NAB, CBA, Westpac","ANZ, QBank, NAB, Westpac",91.66666666666666,1,2700
QBE Insurance Group Limited,QBE Insurance Group Limited,100.0,1,2702
QBE Insurance Group Limited,QBE Insurance Group,82.6086956521739,1,2702
Pyne and Partners,Pyne and Partners,100.0,1,2704
Pyne and Partners,Pyne & Partners,81.25,1,2704
Provenance Artists Studio,Provenance Artists Studio,100.0,1,2706
Provenance Artists Studio,Provenance Artists,83.72093023255813,1,2706
Project Tableland Environment Trust.,Project Tableland Environment Trust.,100.0,1,2708
Project Tableland Environment Trust.,Project Tableland Environment Trust,98.59154929577466,1,2708
Prime Minister of Papua New Guinea,Prime Minister of Papua New Guinea,100.0,1,2710
Prime Minister of Papua New Guinea,"Peter O'Neill, Prime Minister of Papua New Guinea",81.92771084337349,1,2710
Prime Minister of PNG,Prime Minister of PNG,100.0,1,2712
Prime Minister of PNG,Prime Minister,80.0,1,2712
President of the Moroccan House of Representatives,President of the Moroccan House of Representatives,100.0,1,2714
President of the Moroccan House of Representatives,President of the House of Representatives of Cyprus,81.1881188118812,1,2714
President of IATA,President of IATA,100.0,1,2716
President of IATA,President of ABC,84.84848484848484,1,2716
"Port Macquarie, Port Macquarie, Wauchope","Port Macquarie, Port Macquarie, Wauchope",100.0,1,2718
"Port Macquarie, Port Macquarie, Wauchope","Port Macquarie, Port Macquarie",85.71428571428572,1,2718
Port Bouvard Pistol and Small Bore Rife Club,Port Bouvard Pistol and Small Bore Rife Club,100.0,1,2720
Port Bouvard Pistol and Small Bore Rife Club,Port Bouvard Pistol & Small Bore Rifle Club Inc.,86.95652173913044,1,2720
"Pollard Street, Geraldton WA","Pollard Street, Geraldton WA",100.0,1,2722
"Pollard Street, Geraldton WA","Pollard St, Geraldton WA",92.3076923076923,1,2722
Police & Nurses Ltd,Police & Nurses Ltd,100.0,1,2724
Police & Nurses Ltd,Police & Nurses,88.23529411764706,1,2724
Plympton Flyers Little Athletics Club,Plympton Flyers Little Athletics Club,100.0,1,2726
Plympton Flyers Little Athletics Club,Plympton Flyers Little Athletics,92.7536231884058,1,2726
Pilatus Australia Pty Ltd,Pilatus Australia Pty Ltd,100.0,1,2728
Pilatus Australia Pty Ltd,Pilatus Australia,80.95238095238095,1,2728
Piedmont Lithium Inc.,Piedmont Lithium Inc.,100.0,1,2730
Piedmont Lithium Inc.,Piedmont Lithium,86.48648648648648,1,2730
Peter O'Connell,Peter O'Connell,100.0,1,2732
Peter O'Connell,Peter McConnell,86.66666666666667,1,2732
Pepe Family Trust/Pasin Nominees,Pepe Family Trust/Pasin Nominees,100.0,1,2734
Pepe Family Trust/Pasin Nominees,L&G Pasin Family Trust/Pasin Nominees,84.05797101449275,1,2734
Penrith District Rugby League Club,Penrith District Rugby League Club,100.0,1,2736
Penrith District Rugby League Club,Penrith District Junior Rugby League,82.85714285714285,1,2736
Penrith Disability Resource Centre (PDRC),Penrith Disability Resource Centre (PDRC),100.0,1,2738
Penrith Disability Resource Centre (PDRC),Penrith Disabilities Resource Centre Inc,81.4814814814815,1,2738
Pengana Global Resources Fund (spouse),Pengana Global Resources Fund (spouse),100.0,1,2740
Pengana Global Resources Fund (spouse),Pengana Global Resources Fund,86.56716417910448,1,2740
Paypal Australia,Paypal Australia,100.0,1,2742
Paypal Australia,PayPal Australia,93.75,1,2742
Patron of the Aboriginal Benefits Foundation,Patron of the Aboriginal Benefits Foundation,100.0,1,2744
Patron of the Aboriginal Benefits Foundation,Aboriginal Benefits Foundation - Patron,89.1566265060241,1,2744
Patron of the Aboriginal Benefits Foundation,Aboriginal Benefits Foundation,81.08108108108108,1,2745
Patron of Nowra Show Society,Patron of Nowra Show Society,100.0,1,2747
Patron of Nowra Show Society,Patron of Berry Show Society,85.71428571428572,1,2747
Patron Bundaberg Clay Target Club,Patron Bundaberg Clay Target Club,100.0,1,2749
Patron Bundaberg Clay Target Club,Bundaberg clay target club,81.35593220338984,1,2749
Patron - Hoppers Crossing Bowls,Patron - Hoppers Crossing Bowls,100.0,1,2751
Patron - Hoppers Crossing Bowls,Hoppers Crossing Bowls,83.01886792452831,1,2751
Parramatta Leagues Club & Westpac,Parramatta Leagues Club & Westpac,100.0,1,2753
Parramatta Leagues Club & Westpac,Parramatta Leagues Club,82.14285714285714,1,2753
Parliamentary Partners Association,Parliamentary Partners Association,100.0,1,2755
Parliamentary Partners Association,Parliamentary Partner's Association,98.55072463768117,1,2755
Palmer Coolum Resort Pty Ltd,Palmer Coolum Resort Pty Ltd,100.0,1,2757
Palmer Coolum Resort Pty Ltd,Palmer Coolum Resort,83.33333333333334,1,2757
"Palm Beach, Qld","Palm Beach, Qld",100.0,1,2759
"Palm Beach, Qld",Palm Beach Qld,96.55172413793103,1,2759
PST NL Griggs,PST NL Griggs,100.0,1,2761
PST NL Griggs,PS & NL Griggs,88.88888888888889,1,2761
PRRO (Spouse),PRRO (Spouse),100.0,1,2763
PRRO (Spouse),BHP (Spouse),80.0,1,2763
PRL Group,PRL Group,100.0,1,2765
PRL Group,LMPR Group,84.21052631578947,1,2765
P. Afkos,P. Afkos,100.0,1,2767
P. Afkos,P Afkos,93.33333333333333,1,2767
Orange Health Service Auxilliary,Orange Health Service Auxilliary,100.0,1,2769
Orange Health Service Auxilliary,Orange Health Service Auxiliary,98.41269841269842,1,2769
Onepath,Onepath,100.0,1,2771
Onepath,One Path,80.0,1,2771
One Pool Australia Equity Fund,One Pool Australia Equity Fund,100.0,1,2773
One Pool Australia Equity Fund,One Path Australia Equity,80.0,1,2773
Old Cranbrookians Association,Old Cranbrookians Association,100.0,1,2775
Old Cranbrookians Association,Old Cranbrokians Association,98.24561403508771,1,2775
Ocean Respect Racing Pty Ltd,Ocean Respect Racing Pty Ltd,100.0,1,2777
Ocean Respect Racing Pty Ltd,Ocean Respect Racing Ltd,92.3076923076923,1,2777
Ocean Grove Football and Netball Club,Ocean Grove Football and Netball Club,100.0,1,2779
Ocean Grove Football and Netball Club,Grovedale Tigers Football and Netball Club,83.54430379746836,1,2779
Oberon Tarana Heritage Railway Inc.,Oberon Tarana Heritage Railway Inc.,100.0,1,2781
Oberon Tarana Heritage Railway Inc.,Oberon Tarana Heritage Railway Inc,98.55072463768117,1,2781
OLESTA ANDREW LAMING SUPERANNUATION FUND,OLESTA ANDREW LAMING SUPERANNUATION FUND,100.0,1,2783
OLESTA ANDREW LAMING SUPERANNUATION FUND,OLESTA AND ANDREW LAMING SUPERANNUATION FUND,95.23809523809523,1,2783
O'Dowd Investments Pty Ltd for the O'Dowd Family Trust,O'Dowd Investments Pty Ltd for the O'Dowd Family Trust,100.0,1,2785
O'Dowd Investments Pty Ltd for the O'Dowd Family Trust,O'Dowd Investment Pty Ltd for the O'Dowd Family Trust,99.06542056074767,1,2785
North Queensland Toyota Cowboys,North Queensland Toyota Cowboys,100.0,1,2787
North Queensland Toyota Cowboys,North Queensland Cowboys,87.27272727272728,1,2787
North Queensland Toyota Cowboys,North QLD Toyota Cowboys,80.0,1,2788
"North Melbourne, VIC","North Melbourne, VIC",100.0,1,2790
"North Melbourne, VIC","Melbourne, VIC",82.35294117647058,1,2790
North Beach Bowls Club,North Beach Bowls Club,100.0,1,2792
North Beach Bowls Club,Altona North Bowls Club,80.0,1,2792
Nobbys Beach Surf Club,Nobbys Beach Surf Club,100.0,1,2794
Nobbys Beach Surf Club,Nobby Beach Surf Club,97.67441860465115,1,2794
Nexus,Nexus,100.0,1,2796
Nexus,Lexus,80.0,1,2796
Nexus,Dexus,80.0,1,2797
Newman College Scholarship Fund Ltd,Newman College Scholarship Fund Ltd,100.0,1,2799
Newman College Scholarship Fund Ltd,Newman College Scholarship Fund,93.93939393939394,1,2799
Newman College Foundation,Newman College Foundation,100.0,1,2801
Newman College Foundation,Newman College Council,80.85106382978724,1,2801
Newell Lock and Co.,Newell Lock and Co.,100.0,1,2803
Newell Lock and Co.,Newell Lock & Co,80.0,1,2803
Nettflow Trust,Nettflow Trust,100.0,1,2805
Nettflow Trust,Netlflow Trust,92.85714285714286,1,2805
Netball Victoria,Netball Victoria,100.0,1,2807
Netball Victoria,Basketball Victoria,85.71428571428572,1,2807
Nepean Family History Society Inc,Nepean Family History Society Inc,100.0,1,2809
Nepean Family History Society Inc,Nepean Family History Society,93.5483870967742,1,2809
Nefute Pty Ltd,Nefute Pty Ltd,100.0,1,2811
Nefute Pty Ltd,Nefute Pty Limited,87.5,1,2811
Navy Reserve,Navy Reserve,100.0,1,2813
Navy Reserve,ADF - Navy Reserve,80.0,1,2813
Nationals Party,Nationals Party,100.0,1,2815
Nationals Party,National Party,96.55172413793103,1,2815
Nationals Party,National Party NSW,84.84848484848484,1,2816
National Rugby League and Queensland Rugby league,National Rugby League and Queensland Rugby league,100.0,1,2818
National Rugby League and Queensland Rugby league,National Rugby League and Queensland Rugby League,85.71428571428572,1,2818
National Press Club Membership,National Press Club Membership,100.0,1,2820
National Press Club Membership,Membership - National Press Club,96.7741935483871,1,2820
Narellan Rotary Ball,Narellan Rotary Ball,100.0,1,2822
Narellan Rotary Ball,Narellan Rotary,85.71428571428572,1,2822
NT Cattlemen's Association,NT Cattlemen's Association,100.0,1,2824
NT Cattlemen's Association,NT Cattleman's Association,96.15384615384616,1,2824
NSW Veterans' Table Tennis,NSW Veterans' Table Tennis,100.0,1,2826
NSW Veterans' Table Tennis,NSW Veterans Table Tennis,98.0392156862745,1,2826
NSW Dept. Education,NSW Dept. Education,100.0,1,2828
NSW Dept. Education,Education Dept TAS,86.48648648648648,1,2828
NRL Commission,NRL Commission,100.0,1,2830
NRL Commission,NBL Commissioner,86.66666666666667,1,2830
NLY (self),NLY (self),100.0,1,2832
NLY (self),LYC (self),90.0,1,2832
NISSAN FINANCIAL,NISSAN FINANCIAL,100.0,1,2834
NISSAN FINANCIAL,NISSAN FINANCE,86.66666666666667,1,2834
NANTOB PTY LTD,NANTOB PTY LTD,100.0,1,2836
NANTOB PTY LTD,NANHUB PTY LTD.,82.75862068965517,1,2836
"NAB, QPCU, WESTPAC","NAB, QPCU, WESTPAC",100.0,1,2838
"NAB, QPCU, WESTPAC","NAB, QPCU, CBA, WESTPAC",87.8048780487805,1,2838
NAB Shares,NAB Shares,100.0,1,2840
NAB Shares,AGO Shares,80.0,1,2840
NAB Homeside,NAB Homeside,100.0,1,2842
NAB Homeside,Homeside/NAB,91.66666666666666,1,2842
NAB Homeside,Homeside,80.0,1,2843
N.Swanson Nominees Pty Ltd,N.Swanson Nominees Pty Ltd,100.0,1,2845
N.Swanson Nominees Pty Ltd,N.Swanson Nominees Ltd,91.66666666666666,1,2845
Mt Vale Holdings,Mt Vale Holdings,100.0,1,2847
Mt Vale Holdings,Mount Vale Holdings P/L,82.05128205128204,1,2847
Mt Vale Holdings,Mount Vale Holdings P/I,82.05128205128204,1,2848
Mount Gambier Racing Club,Mount Gambier Racing Club,100.0,1,2850
Mount Gambier Racing Club,Mount Gambier Club,83.72093023255813,1,2850
Mornington Football & Netball Club,Mornington Football & Netball Club,100.0,1,2852
Mornington Football & Netball Club,Lorne Football Netball Club,81.9672131147541,1,2852
Morgan Investment Trust,Morgan Investment Trust,100.0,1,2854
Morgan Investment Trust,Keenan Investment Trust,82.6086956521739,1,2854
Montague's,Montague's,100.0,1,2856
Montague's,Montague,88.88888888888889,1,2856
Momento Hospitality,Momento Hospitality,100.0,1,2858
Momento Hospitality,Memento Hospitality,94.73684210526316,1,2858
Mindarie Senior College,Mindarie Senior College,100.0,1,2860
Mindarie Senior College,Marden Senior College,86.36363636363636,1,2860
Mid-North Coast Youth Trust,Mid-North Coast Youth Trust,100.0,1,2862
Mid-North Coast Youth Trust,Mid North Coast Youth Trust,96.2962962962963,1,2862
Men of Magic Pty Ltd,Men of Magic Pty Ltd,100.0,1,2864
Men of Magic Pty Ltd,Men Of Magic Pty Ltd,85.0,1,2864
Member - Australian Labor Party VIC Division,Member - Australian Labor Party VIC Division,100.0,1,2866
Member - Australian Labor Party VIC Division,Australian Labor Party VIC Division,88.60759493670886,1,2866
Melba Disability Support Services,Melba Disability Support Services,100.0,1,2868
Melba Disability Support Services,Melba Disability & Support Services,97.05882352941177,1,2868
Maroubra Sports Club,Maroubra Sports Club,100.0,1,2870
Maroubra Sports Club,Maroubra Seals Club,82.05128205128204,1,2870
Maribyrnong Council,Maribyrnong Council,100.0,1,2872
Maribyrnong Council,Maribrynong Council,94.73684210526316,1,2872
Marconi Club,Marconi Club,100.0,1,2874
Marconi Club,Club Marconi,100.0,1,2874
"Manly Sea Eagles, NRMA","Manly Sea Eagles, NRMA",100.0,1,2876
"Manly Sea Eagles, NRMA",Manly Sea Eagles,84.21052631578947,1,2876
Maitland Superstore No.2 Trust,Maitland Superstore No.2 Trust,100.0,1,2878
Maitland Superstore No.2 Trust,Maitland Superstore No. 2 Trust,95.08196721311475,1,2878
"Macquarie, NAB","Macquarie, NAB",100.0,1,2880
"Macquarie, NAB","Macquarie, MLC, NAB",84.84848484848484,1,2880
MacQuarie Leasing,MacQuarie Leasing,100.0,1,2882
MacQuarie Leasing,Mac Quarie Leasing.,94.44444444444444,1,2882
MaTelecom,MaTelecom,100.0,1,2884
MaTelecom,Ma Telecom,94.73684210526316,1,2884
MIC UNIT TRUST,MIC UNIT TRUST,100.0,1,2886
