id,mp_name,party,electorate,declaration_date,category,sub_category,entity,canonical_entity,item,details
5d2db4ea-0b15-4f84-b93d-7b5552818631,Wayne Maxwell Swan,Australian Labor Party,Lilley,2016-09-26,Unknown,Other,Department of Communications and the Arts,Department of Communications and the Arts,Public Lending Right Fee,"Received public lending right fee from the Department of communications and the Arts, on 7 June 2016, for 'The Good Fight'."
f7a52ee4-5665-4509-8b2d-4ff7b3f759aa,Wayne Maxwell Swan,Australian Labor Party,Lilley,2016-09-26,Travel,Other Travel,United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),Business Travel Train Ticket for UNESCAP events,"Accepted business travel train ticket from Washington to New York, from United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP), to speak at events at both the High-Level Political Forum on Sustainable Development and the Development Cooperation Forum"
a615612b-ff4c-4359-a1cf-c58bd126bbb2,Wayne Maxwell Swan,Australian Labor Party,Lilley,2016-09-26,Asset,Real Estate,"The Roosevelt Hotel, New York","The Roosevelt Hotel, New York","Accommodation at The Roosevelt Hotel, New York","Accepted five nights' accommodation at The Roosevelt Hotel, New York."
f7b54ec7-a2e5-4de1-8c72-f072dcea93a0,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-01-11,Asset,Real Estate,"Royal Princess Hotel Larn Luang, Bangkok","Royal Princess Larn Luang Hotel, Bangkok","Accommodation at Royal Princess Hotel Larn Luang, Bangkok","Accepted two nights accommodation (5-6 December 2016) at the Royal Princess Hotel Larn Luang, Bangkok from UNESCAP."
f5875d99-59e2-4487-8246-198d628e95ab,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-05-05,Asset,Real Estate,"Royal Princess Larn Luang Hotel, Bangkok","Royal Princess Larn Luang Hotel, Bangkok","Accommodation at the Royal Princess Larn Luang Hotel, Bangkok","Accepted two nights' accommodation (27-28 April 2017) at the Royal Princess Larn Luang Hotel, Bangkok from UNESCAP."
c771a791-858b-4e19-bb28-74506c5b47c9,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-06-06,Asset,Real Estate,"Huating Hotel, Shanghai","Huating Hotel, Shanghai","Accommodation at the Huating Hotel, Shanghai","Accepted two nights accommodation at the Huating Hotel, Shanghai, China."
d01fd563-5cd4-458a-8f85-8fc03041ad87,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-06-06,Asset,Real Estate,"Atura Hotel, Blacktown","Atura Hotel, Blacktown","Accommodation at the Atura Hotel, Blacktown","Accepted one night's accommodation on 15 May 2017 at the Atura Hotel, Blacktown."
5927ab73-633e-48d5-84b6-172db9f3fb71,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-07-19,Asset,Real Estate,"Hotel Mulia Senayan, Jakarta","Hotel Mulia Senayan, Jakarta","Accommodation at the Hotel Mulia Senayan, Jakarta","Accepted one nights' accommodation on the 12 July 2017 at the Hotel Mulia Senayan, Jakarta, Indonesia."
fbfe93f6-05f2-4280-9c77-4c0ef29daab2,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-10-04,Asset,Real Estate,"SMART Infrastructure Facility, University of Wollongong","SMART Infrastructure Facility, University of Wollongong","Accommodation at the Grange Blooms Hotel, London","Accepted three nights' accommodation (10,11 &12 September 2017) at the Grange Blooms Hotel, London from the SMART Infrastructure Facility, University of Wollongong for participation in a panel session ""Governance of Infrastructure Systems and Services"" at the International Symposia for Next Generation Infrastructure on 12 September 2017."
3b0c9d45-5841-47c6-a629-4ab8d4192ad9,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-11-09,Asset,Real Estate,"InterContinental Hotel, Adelaide","InterContinental Hotel, Adelaide","Accommodation at the InterContinental Hotel, Adelaide","Accepted one night's accommodation at the InterContinental Hotel, Adelaide."
82bac37a-f884-4150-b707-09e33d9edc16,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-12-08,Asset,Real Estate,"Hilton Hotel, Sydney",Sydney Hilton Hotel,"Accommodation at the Hilton Hotel, Sydney","Accepted one night's accommodation at the Hilton Hotel, Sydney."
a5e00b08-44d7-4dc7-808d-ba7e5fa96db1,Wayne Maxwell Swan,Australian Labor Party,Lilley,2017-12-08,Asset,Real Estate,"Royal Princess Larn Luang Hotel, Bangkok","Royal Princess Larn Luang Hotel, Bangkok","Accommodation at the Royal Princess Larn Luang Hotel, Bangkok","Accepted two nights' accommodation (5&6 December 2017) at the Royal Princess Larn Luang Hotel, Bangkok from UNESCAP."
23718ba4-d8ee-4885-b4b9-5643905a4cdb,Wayne Maxwell Swan,Australian Labor Party,Lilley,2018-11-26,Asset,Real Estate,"Padma Legian Hotel, Bali","Padma Legian Hotel, Bali","Accommodation at the Padma Legian Hotel, Bali","Accepted three nights' accommodation at the Padma Legian Hotel, Bali."
35e71ef1-8d6e-4ed8-a2f7-2d5347eb7a16,Wayne Maxwell Swan,Australian Labor Party,Lilley,2018-11-26,Asset,Real Estate,"Roger Smith, Hotel, New York","Roger Smith, Hotel, New York","Accommodation at the Roger Smith, Hotel, New York","Accepted two nights' accommodation at the Roger Smith, Hotel, New York."
1e9879dd-7998-4280-9caf-662ea842bc35,Wayne Maxwell Swan,Australian Labor Party,Lilley,2019-02-01,Asset,Real Estate,"Hotel Orsay, Paris","Hotel Orsay, Paris","Accommodation at the Hotel Orsay, Paris","Accepted three nights' accommodation at the Hotel Orsay, Paris."
58af18cf-7c07-4a12-a690-2648f34f67b2,Wayne Maxwell Swan,Australian Labor Party,Lilley,2019-03-26,Asset,Real Estate,"Radisson Blu Hotel, Berlin","Radisson Blu Hotel, Berlin","Accommodation at the Radisson Blu Hotel, Berlin","Accepted three nights' accommodation at the Radisson Blu Hotel, Berlin."
f999aac4-0926-4bfe-8d3e-b858daee29ed,Angus Taylor,Liberal Party of Australia,Hume,2018-08-27,Travel,Other Travel,"RDP Group, FTI Group and Dalcross","RDP Group, FTI Group and Dalcross",Flight to Condobolin for Hay Donation Event,"Flight to Condobolin 17/8/18 for hay donation event as guest of RDP Group, FTI Group and Dalcross"
42fe139d-b791-4979-9a4f-1bb0b3dceb55,Daniel Tehan,Liberal Party of Australia,Wannon,2016-09-08,Asset,Other Asset,NAB/ANZ/Macquarie Bank,NAB/ANZ/Macquarie Bank,Savings Accounts,Savings Accounts. Self
40ca8d86-aee3-4b88-ad23-273d483a203b,Daniel Tehan,Liberal Party of Australia,Wannon,2017-11-14,Unknown,Other,Victoria Racing Club and Emirates,"Victoria Racing Club, Emirates and Crown Resorts",Melbourne Cup Attendance,Attendance for self and guest at Melbourne Cup on 7 November 2017.
5bdc87ff-a4be-465e-b1d0-a86a4b6ea24e,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Liability,Mortgage,"MEMBERS EQUITI BANK, AMERICAN EXPRESS","MEMBERS EQUITY BANK, AMERICAN EXPRESS","Home Mortgage, Credit Card","MORTGAGE ON FAMILY HOME, CREDIT CARD"
0cdde981-6080-44d9-9dce-85f13b51abab,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Liability,Mortgage,"MEMBERS EQUITY BANK, AMERICAN EXPRESS","MEMBERS EQUITY BANK, AMERICAN EXPRESS","Home Mortgage, Credit Card","MORTGAGE ON FAMILY HOME, CREDIT CARD (spouse)"
67e436c5-1f46-4d03-9004-3358146d9ae3,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Asset,Other Asset,"ST GEORGE BANK, KUDOS BANK","ST GEORGE BANK, KUDOS BANK",Savings Account,SAVINGS ACCOUNT
4cda2dae-8477-4749-b008-8afa526cb457,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Asset,Other Asset,"ST GEORGE BANK, ING.",ST GEORGE BANK,Savings Account,SAVINGS ACCOUNT (spouse)
78f12b76-40db-428f-9014-19d0b213e4fb,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Membership,Professional,"QANTAS, VIRGIN","QANTAS, VIRGIN",Qantas Chairman's Lounge & Virgin The Club Membership,MEMBERSHIP OF QANTAS CHAIRMANS LOUNGE MEMBERSHIP OF VIRGIN THE CLUB
1f9045e5-6794-4631-8421-9fd97f6e5779,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2016-09-27,Membership,Professional,"QANTAS, VIRGIN","QANTAS, VIRGIN",Qantas Chairman's Lounge & Virgin The Club Membership,MEMBERSHIP OF QANTAS CHAIRMANS LOUNGE MEMBERSHIP OF VIRGIN TITE CLUB. (spouse)
12753ef2-3aae-422e-9ff7-7c872ffc6708,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2017-08-03,Asset,Trust,Sydney Cricket and Sports Ground Trust,Sydney Cricket and Sports Ground Trust,Corporate Suite Ticket,1 ticket to a corporate suite for the Rabbitohs v Roosters game on 7 July 2017 provided by Sydney Cricket and Sports Ground Trust.
39f8b779-6e17-4d21-af32-488934da0c85,Matthew Thistlethwaite,Australian Labor Party,Kingsford Smith,2018-04-20,Gift,Decorative,"Richard and Phillip Walsh, Walsh's village pharmacy","Richard and Phillip Walsh, Walsh's village pharmacy",Painting by Kurt Koeppl,"A painting by Kurt Koeppl valued at $250, gifted by Richard and Phillip Walsh, of Walsh's village pharmacy, to Matt Thistlethwaite for hosting the opening of the 2017 Maroubra Art and Photography show."
ac1b383e-4cba-4c4e-a28a-d0edfcd7ad04,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2016-10-04,Asset,Real Estate,"Xi Jinping, President, Peoples Republic of China","Xi Jinping, President, Peoples Republic of China",Ceramic Vase and Stone Chop,Large ceramic vase valued at $A790.00. Stone chop (stamp) with stone inkwell valued at $A790.00. Declared and surrendered the gifts.
e297f891-aef0-4ef6-a78a-b7a39286f2d6,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2016-12-13,Asset,Other Asset,IWM and ACWV,IWM and ACWV,Shares,IWM and ACWV (self)
bdaea4df-2843-44f1-8d1b-abbc79de1e0c,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2017-03-08,Gift,Other Gift,King Willem-Alexander and Queens Maxima,King Willem-Alexander and Queens Maxima,Royal Leerdam Crystal Bowl,Royal Leerdam Crystal Bowl from Their Majesties King Willem-Alexander and Queens Maxima. Surrendered Gift
c796fa82-1628-4674-bb5e-511695905fe6,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2017-08-29,Income,Other Income,"Mayor of Hamburg, Federal Republic of Germany","Mayor of Hamburg, Federal Republic of Germany",Mont Blanc Roller Pen & Leather Notebook,Mont Blanc Roller Pen and Leather Cover Notebook paid monies 777.70
c1cac027-9c59-4ac5-a4da-43f06d10f973,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2017-08-29,Asset,Real Estate,Deputy Prime Minister and Minister for Home Affairs,Deputy Prime Minister and Minister for Home Affairs,Pewter Coffee Set,Pewter Coffee Set I have requested that the above gift be donated to a National Collection 
d6771943-412d-4e08-8467-761ab3d6a1bd,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2018-01-12,Gift,Entertainment,Sydney Theatre Company/ St George Bank,Sydney Theatre Company/ St George Bank,"Tickets to see 'Muriel's Wedding the Musical', 'The Post', 'Tree of Codes', 'Barbershop Chronicles'","Tickets to see 'Muriel's Wedding the Musical', 'The Post', 'Tree of Codes', 'Barbershop Chronicles' as guests of Sydney Theatre Company/St George Bank/Sydney Festival"
9e9a7ab9-a61a-4738-a8b2-4a9b9e27f413,Maria Vamvakinou,Australian Labor Party,Calwell,2017-05-11,Travel,Other Travel,"Baby Essawy, Palestinian Authority","Baby Essawy, Palestinian Authority","Airfares, Meals, Transfers and Accommodation in Qatar and Palestine","April 2017 Parliamentary delegation study tour to Qatar and Palestine.  Airfares and study tour meals, transfers provided by Baby Essawy.  Palestine accommodation and some transfers provided by Palestinian Authority."
00d9bd5b-57de-4cff-a68f-2116e7c2138e,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Asset,Trust,"Van Manen Family Trust, Van Manen Unit Trust","Van Manen Family Trust, Van Manen Unit Trust",Beneficial Interest in Family and Unit Trusts,Self and Spouse have discretionary beneficial interest in family and unit trusts
0f4a3881-781e-4a20-8978-c710ca3252ab,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Asset,Trust,"Riviera Super Pty Ltd (Trustee), Van Manen Family Superannuation Fund","Riviera Super Pty Ltd (Trustee), Van Manen Family Superannuation Fund",Superannuation Account,Self and Spouse are trustees with Member Accounts
a6d4f12a-563b-4930-b022-c7cc6d3246b6,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Membership,Other Membership,"Riviera Super Pty Ltd, Van Manen Investments Pty Ltd, Daughters of Promise","Riviera Super Pty Ltd, Van Manen Investments Pty Ltd, Daughters of Promise",Directorships,Directorships held
bd6a2281-53ac-465b-90b4-fa3c1d962b15,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Liability,Loan,"CBA, GE","CBA, GE","Home Loan, Line of Credit, Credit Card, Personal Loan","Home Loan, Line of Credit, Credit Card, Personal Loan with CBA and GE"
7fa3df1e-c9f5-4827-a7e0-6612653dbc3d,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Asset,Other Asset,"CBA, Qantas, Paypal","CBA, Qantas, Paypal",Savings Accounts,"Savings Accounts, Debit Cards, Online Account with CBA, Qantas and Paypal"
e9768900-56b3-4f8a-93a0-76e863f13fbd,Albertus Van Manen,Liberal National Party,Forde,2016-09-30,Travel,Other Travel,"QANTAS, Virgin","QANTAS, Virgin","Chairman's Lounge, The Club","Chairman's Lounge, The Club"
c096ff2d-b00f-4281-be3e-57e8b7d84644,Andrew Wallace,Liberal National Party,Fisher,2016-09-22,Asset,Real Estate,"Kelowna, British Columbia, Canada","Kelowna, British Columbia, Canada.",Vacation Home in Kelowna,Investment / Holiday House (spouse)
b33d03bd-8384-48fc-bbb0-8e9e6c033cc8,Timothy Watts,Australian Labor Party,Gellibrand,2017-07-17,Travel,Other Travel,Taipei Economic and Cultural Office in Australia,Taipei Economic and Cultural Office,"Flights, accommodation, hospitality and transport to Taiwan","Flights, accommodation, hospitality and transport to Taiwan from Melbourne provided by the Taipei Economic and Cultural office in Australia."
797049c8-ac54-4152-8a23-2417c5fbc4fd,Lucy Wicks,Liberal Party of Australia,Robertson,2016-09-27,Unknown,Other,"Central Coast Leagues Club, Gosford","Central Coast Leagues Club, Gosford",Central Coast Leagues Club Membership,N/A
bb87eda2-deb9-4c06-8a2f-e657ba7c7857,Lucy Wicks,Liberal Party of Australia,Robertson,2016-09-27,Unknown,Other,"Everglades Country Club, Woy Woy","Everglades Country Club, Woy Woy",Everglades Country Club Membership,N/A
11d0f747-c98b-452b-b2c1-ffda04bb8dd9,Lucy Wicks,Liberal Party of Australia,Robertson,2016-09-27,Unknown,Other,"Easts (Eastern Suburbs Leagues Club Ltd), Woy Woy","Easts (Eastern Suburbs Leagues Club Ltd), Woy Woy",Easts Leagues Club Membership,N/A
23745171-b49d-47fc-ae71-0b91be36579a,Lucy Wicks,Liberal Party of Australia,Robertson,2016-09-27,Unknown,Other,Gosford/Erina & Coastal Chamber of Commerce,Gosford/Erina & Coastal Chamber of Commerce,Chamber of Commerce Membership,N/A
e1fc6191-a84f-4bbe-96c0-4edc84318a3b,Lucy Wicks,Liberal Party of Australia,Robertson,2016-09-27,Unknown,Other,NSW National Servicemen's Assn. and affiliates Inc - Gosford City Sub Branch.,NSW National Servicemen's Assn. and affiliates Inc - Gosford City Sub Branch.,NSW National Servicemen's Assn. Patronage,Patron
13842e0c-0872-4e03-885b-640c106107ae,Andrew Wilkie,Independent,Clark,2016-08-31,Travel,Other Travel,Qantas and Virgin Australia,Qantas and Virgin Australia,"Frequent flyer schemes, lounge memberships, and occasional upgrades","Frequent flyer schemes and lounge memberships, and occasional upgrades from economy to business, from Qantas and Virgin Australia."
4cf488d5-2d81-4c7d-a84a-b9fb26fd87bb,Joshna Hamilton Wilson,Australian Labor Party,Fremantle,2017-03-14,Unknown,Other,Taipei Economic and Cultural Office in Australia,Taipei Economic and Cultural Office,Small Vase,"Gift - Small Vase, received from Taipei Economic and Cultural Office in Australia (value unknown)"
3124fe15-95d5-45cf-a2ab-d9f6eeefb8e5,Richard James Wilson,Liberal Party of Australia,O'Connor,2016-09-23,Asset,Other Asset,"CBA, Macquarie Bank",Macquarie Bank,Savings Accounts,Savings accounts
9b9ade6e-937e-4eb1-aa46-ee50df68545a,Richard James Wilson,Liberal Party of Australia,O'Connor,2016-09-23,Unknown,Other,Pastoralists and Graziers Association,Pastoralists and Graziers Association,Pastoralists and Graziers Association Membership,N/A
5bde7889-dc2b-4b57-8b76-ac661009f74c,Richard James Wilson,Liberal Party of Australia,O'Connor,2018-06-19,Travel,Other Travel,Australian/Israel and Jewish Affairs Council,Australia/Israel & Jewish Affairs Council (AIJAC),"Flights, accomodation and ground transport to Israel","TRIP TO ISRAEL: FLIGHTS, ACCOMODATION AND GROUND TRANSPORT - FUNDED BY THE AUSTRALIAN/ISRAEL AND JEWISH AFFAIRS COUNCIL. Cost UNKNOWN."
af29e5c5-af1a-493d-a7a6-c10f97bdbfac,Richard James Wilson,Liberal Party of Australia,O'Connor,2018-06-22,Asset,Shares,"The Indinup Trust, Avondale Investment Trust","The Indinup Trust, Avondale Investment Trust",Trusteeship of Trusts,Appointed Trustee of the Indinup TRUST; Appointed Trustee of the Avondale investment trust
f5da6760-01e1-4a42-8bb7-7ceba21d3734,Jason Wood,Liberal Party of Australia,La Trobe,2016-10-19,Unknown,Other,LLTK P/L,LLTK P/L,Director Position at LLTK P/L,Jason Wood MP Is a Director of LLTK P/L.
114fef6e-4643-44c8-ae58-46fea585b478,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2016-09-30,Asset,Real Estate,"South Perth, Townhouse; Kingston Apartment","South Perth, Townhouse; Kingston Apartment",South Perth Townhouse and Kingston Apartment,Residential; Joint residential
a4c196b4-baf6-4c05-b1e3-f8b21737494a,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2016-09-30,Asset,Real Estate,"South Perth, Townhouse; South Perth Townhouse; Victoria Park Townhouse","South Perth, Townhouse; South Perth Townhouse; Victoria Park Townhouse",South Perth/Victoria Park Townhouses,"Spouse, Residential; Investment; Investment Rental"
0963e7b0-f2e3-49cc-9a14-0ac9a43b282e,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2016-09-30,Asset,Other Asset,"GESB, First National Parliamentary Contributory Superannuation Scheme","GESB, First National Parliamentary Contributory Superannuation Scheme",Superannuation Fund,Self
b946d116-1431-411c-a19d-fa73ab5d30b4,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2016-09-30,Membership,Professional,"Qantas Chairman's Lounge, Velocity Club Virgin","Qantas Chairman's Lounge, Velocity Club Virgin",Qantas & Virgin Lounge Memberships,Membership to Qantas Chairman's Lounge x 2; Membership to Velocity Club Virgin x 2
ad406191-97a2-496e-86e9-7c4cbe9d4df2,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2016-09-30,Gift,Entertainment,"IF Foundation, Swan Chamber of Commerce, Kalamunda Chamber of Commerce, Lesmurdie Club, Lesmurdie Ratepayers Association, 500 Club, Knights of the Order of St John, Southern Districts Rotary Club, Swan Districts Football Club","IF Foundation, Swan Chamber of Commerce, Kalamunda Chamber of Commerce, Lesmurdie Club, Lesmurdie Ratepayers Association, 500 Club, Knights of the Order of St John, Southern Districts Rotary Club, Swan Districts Football Club",Self,Self
d32ab870-8fd8-425c-9b83-de38c423275e,Trent Zimmerman,Liberal Party of Australia,North Sydney,2016-11-18,Unknown,Other,Tabcorp and Emirates,Tabcorp and Emirates,Access to Tabcorp and Emirates marquees,Access to Tabcorp and Emirates marquees at Melbourne Cup 1/11/16
685fa60f-6dfe-4320-b094-a34fe8859187,Trent Zimmerman,Liberal Party of Australia,North Sydney,2017-07-26,Gift,Hospitality,"Bank of Queensland, Lowy Institute","Bank of Queensland, Lowy Institute",Guest at Lowy Institute Annual Dinner,"Guest of Bank of Queensland, Lowy Institute Annual Dinner, 29 July 2017."
651b1402-8ff8-48cf-a1b7-d38e44ccf47d,Anthony Albanese,Australian Labor Party,Grayndler,2019-07-30,Membership,Professional,"South Sydney RLFC, Qantas Chairman Lounge, Virgin Club Lounge","South Sydney RLFC, Qantas Chairman Lounge, Virgin Club Lounge",Club and Lounge Memberships,South Sydney RLFC(Life Member); Qantas Chairman Lounge; Virgin Club Lounge
9243cb15-1e0e-418c-8c6e-16f3326817e3,Anthony Albanese,Australian Labor Party,Grayndler,2020-02-25,Asset,Other Asset,Tamil Arts and Culture Association,Tamil Arts and Culture Association,Scarf,11 Feb - Scarf from Tamil Arts and Culture Association
93b65fa4-2471-4403-8bf2-3a31ca6a638e,Anthony Albanese,Australian Labor Party,Grayndler,2020-12-10,Gift,Decorative,"Archbishop Makarios, Greek Orthodox Church of Australia","Archbishop Makarios, Greek Orthodox Church of Australia",Indigenous artwork,"Indigenous artwork from Archbishop Makarios, Greek Orthodox Church of Australia"
8b3a7dd6-e4e6-4d63-bac5-a90adc1bbf5d,Anthony Albanese,Australian Labor Party,Grayndler,2021-02-12,Membership,Other Membership,Italian Chamber of Commerce and Industry in Australia Inc.,Italian Chamber of Commerce and Industry in Australia Inc.,Honorary Membership,Honorary Membership of the Italian Chamber of Commerce and Industry in Australia Inc.
8114af44-69d2-4fa3-a4b8-d969827aed99,John Alexander,Liberal Party of Australia,Bennelong,2019-07-31,Asset,Shares,Gilbert Frank Investments P/L,Gilbert Frank Investments P/L,Investment Company,Beneficial interest in Gilbert Frank Investments P/L. Nature of operation: Investment. Beneficial Interest: Sole Proprietor
5c192df0-ed5a-45b2-9395-139dd0a8953e,John Alexander,Liberal Party of Australia,Bennelong,2019-07-31,Membership,Other Membership,Gilbert Frank Investments P/L,Gilbert Frank Investments P/L,Director Position,Director of Gilbert Frank Investments P/L. Activity: Investment
b5d8e2e3-439d-411e-88a8-5d69e5ff4258,John Alexander,Liberal Party of Australia,Bennelong,2019-07-31,Asset,Other Asset,"Self, Gilbert Frank Investments P/L, Superanuation account","Self, Gilbert Frank Investments P/L, Superanuation account",Stocks,"Stocks held in self, Gilbert Frank Investments P/L, Superannuation account."
5b959208-fd6e-464e-a46e-5cac060c7ea3,John Alexander,Liberal Party of Australia,Bennelong,2019-07-31,Asset,Other Asset,Westpac and NAB,"NAB, Westpac",Bank Accounts,Bank accounts with Westpac and NAB
f66a6c2a-669e-4a3e-96bc-4f991408179c,Katie Allen,Liberal Party of Australia,Higgins,2019-07-29,Asset,Shares,M&K Allen Family Trust,M&K Allen Family Trust,Beneficiary of Family Trust,"Investments, Discretionary beneficiary"
88e39601-394f-494d-90cd-24595158fedb,Katie Allen,Liberal Party of Australia,Higgins,2019-07-29,Asset,Shares,M&K Allen Family Trust,M&K Allen Family Trust,Investments,"Investments, Discretionary beneficiary - Spouse/Partner"
7c271abf-78fa-475f-9799-ab0c2c867fa2,Katie Allen,Liberal Party of Australia,Higgins,2019-07-29,Asset,Shares,M&K Allen Family Trust,M&K Allen Family Trust,Investments,"Investments, Discretionary beneficiary - Dependent children"
1f5cc7e7-13f6-41bb-94d1-88452a9ee800,Katie Allen,Liberal Party of Australia,Higgins,2019-07-29,Unknown,Other,Australia Academy of Heath and Medical Sciences,"Fellow, Australian Academy of Health and Medical Sciences",Membership,Resigned June 2019
d736abaa-f612-4db2-83bd-2b5ed618c097,Katie Allen,Liberal Party of Australia,Higgins,2019-07-29,Unknown,Other,"Fellow, Australian Academy of Health and Medical Sciences","Fellow, Australian Academy of Health and Medical Sciences",Fellowship,Deletion
32180053-33c4-4318-bb3f-82ee9976fb1e,Katie Allen,Liberal Party of Australia,Higgins,2019-09-16,Travel,Other Travel,Save the Children & Bill and Melinda Gates Foundation,Save the Children and the Bill & Melinda Gates Foundation,Parliamentary tour to PNG,"Save the Children Parliamentary tour to PNG August 12-17 2019 -- funded by a grant from the Bill and Melinda Gates Foundation to STC - travel, transfer, meals and accommodation"
c70a3a65-1b42-4643-88ae-f80d38c12593,Katie Allen,Liberal Party of Australia,Higgins,2019-12-02,Membership,Professional,Self and Spouse,Self and Spouse,Virgin Club Membership,Virgin Club Membership
e7c1e0ff-1d8c-4e97-8589-dcff6586bc59,Katie Allen,Liberal Party of Australia,Higgins,2022-03-25,Travel,Other Travel,Federal Minister for Communications and the Arts,Federal Minister for Communications and the Arts,Tickets to the Opening of Hamilton the Musical in Melbourne,"2 tickets to the Opening of Hamilton the Musical in Melbourne, representing the Federal Minister for Communications and the Arts, the Hon Paul Fletcher MP."
75d0d886-a233-412a-a8f2-288e6437d8e3,Anne Aly,Australian Labor Party,Cowan,2019-09-20,Travel,Other Travel,Australian and New Zealand Bar Associations,Australian and New Zealand Bar Associations,Travel to New Zealand for Bar Associations Conference,Between 16 and 23 September 2019 I travelled from Perth to New Zealand via Sydney to speak at the 2019 Australian and New Zealand Bar Associations Joint Conference in Queenstown. Cost of return business class airfares – NZD 4143.95 and three nights' accommodation: NZD 1185.00 and transfers as required were funded by the Australian and New Zealand Bar Associations.
c24c8c6f-9779-48f2-b144-c29749c3327b,Karen Andrews,Liberal National Party,McPherson,2019-07-29,Membership,Other Membership,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Membership,Human Resources and Industrial Relations Consulting
01a51a98-9210-4926-ac98-534eb7ddd52a,Karen Andrews,Liberal National Party,McPherson,2019-07-29,Membership,Other Membership,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Membership,Human Resources and Industrial Relations Consulting (Spouse/Partner)
3d953258-083c-4660-aa7a-94d295601c1e,Karen Andrews,Liberal National Party,McPherson,2019-07-29,Asset,Other Asset,"ANZ, Suncorp","ANZ, Suncorp",Shares Trading,Share Trading
ce9eba45-cd76-481c-9ef0-6cacc6568ce7,Kevin Andrews,Liberal Party of Australia,Menzies,2019-07-30,Membership,Other Membership,Newman College Council and Newman College Scholarship Fund,Newman College Council and Newman College Scholarship Fund,Newman College Council Membership,Education
3ed12122-4696-4adf-8357-eeedd5bf5a1b,Kevin Andrews,Liberal Party of Australia,Menzies,2019-07-30,Membership,Professional,Qantas Chairman's Lounge and Virgin Club,Qantas Lounge and Virgin Club,Qantas Chairman's Lounge and Virgin Club membership,Continuing membership of the Qantas Chairman's Lounge and Virgin Club
14dff850-644f-4af3-b003-4ad109c179d9,Bridget Archer,Liberal Party of Australia,Bass,2019-07-26,Asset,Real Estate,"St Helens, Tasmania","St Helens, Tasmania",Vacation Home in St Helens,holiday property (co owned with spouse)
44bc295a-2675-4357-8d06-1e5fbbe8a94b,Bridget Archer,Liberal Party of Australia,Bass,2019-07-26,Unknown,Other,"George Town, Tamania","George Town, Tamania","Agricultural Land in George Town, Tasmania",agricultural
7d85bc7d-8a43-4b92-902c-9915d0717061,Bridget Archer,Liberal Party of Australia,Bass,2019-07-26,Asset,Real Estate,"St Helens, Tasmania","St Helens, Tasmania",Vacation Home in St Helens,holiday property (co owned with spouse)
1c05b858-9519-4984-873f-5133437754f2,Adam Bandt,Australian Greens,Melbourne,2019-07-29,Membership,Professional,Qantas/Virgin,"Qantas, Virgin",Qantas/Virgin Flight Upgrades,Ocassional upgrades from economy to business class on Virgin and Qantas
78a4deb7-9fbe-417f-a07f-86c9c97c09c8,Adam Bandt,Australian Greens,Melbourne,2019-07-29,Membership,Professional,Qantas/Virgin,"Qantas, Virgin",Qantas/Virgin Flight Upgrades,Ocassional upgrades from economy to business class on Virgin and Qantas
6b7c99c7-04c8-4b6a-b107-f92845599a85,Angie Bell,Liberal National Party,Moncrieff,2020-01-24,Asset,Real Estate,Chevron Island Business and Residents Association,Chevron Island Business and Residents Association,Membership,N/A
