id,mp_name,party,electorate,declaration_date,category,sub_category,entity,canonical_entity,item,details
ffc20a75-3912-4171-9fec-148c6c128601,Sharon Bird,Australian Labor Party,Cunningham,2019-07-26,Asset,Other Asset,PSS/AGEST,PSS/AGEST,Superannuation,Superannuation
344380d2-93d1-41a1-b79f-4b12f8bd0835,Sharon Bird,Australian Labor Party,Cunningham,2020-10-23,Asset,Real Estate,Spouse/Partner Apartment - Wollongong,Spouse/Partner Apartment - Wollongong,Residential Apartment in Wollongong,Residential Family Home
4a857fb0-b331-4512-8d81-b3bbe184f9e7,Chris Bowen,Australian Labor Party,McMahon,2019-07-23,Membership,Professional,"Qantas, Virgin","Qantas, Virgin",Airport Lounge Memberships,"Member, Qantas Chairmans Lounge; Member, Virgin Club; Directorship of the Board of the Whitlam Institute"
fe7abb44-e5b2-454a-abd3-421279949d75,Chris Bowen,Australian Labor Party,McMahon,2020-06-18,Asset,Other Asset,"Arnotts, Hachette Australia","Arnotts, Hachette Australia",Tim Tams and Book Contract,"* I received 1609 bags of Tim Tams from Arnotts, which i distributed to essential workers in health care in my electorate, with other items.; Book contract, Hachette Australia"
530839a1-a639-4a95-9d5f-2a7a0372e0ea,Chris Bowen,Australian Labor Party,McMahon,2020-10-29,Income,Other Income,University of New England and the Earle Page College,University of New England and the Earle Page College,"Tie, Whisky Glasses, Commemorative Book","I have received a tie, a pair of whisky glasses and a commemorative book from the University of New England and the Earle Page College."
ba1dddd0-404f-446d-9b59-6bf7e5be72af,Chris Bowen,Australian Labor Party,McMahon,2020-11-16,Gift,Hospitality,"Mr Adwar Rassam, Diageo Australia","Mr Adwar Rassam, Diageo Australia",Portrait and Whisky,"1) A constituent, Mr Adwar Rassam, painted my portrait and presented it to me. 2) Bottle of Johnnie Walker Blue Label Whisky from Diageo Australia marking the 200th anniversary of Johnnie Walker."
dd87f375-3afd-4fb6-8f10-12e149660fa9,Chris Bowen,Australian Labor Party,McMahon,2022-02-04,Gift,Hospitality,"McKell Institute, Lion Brewing","McKell Institute, Lion Brewing",Champagne and Pale Ale,Bottle of champagne from McKell Institute; Six pack of Little Creatures Pale Ale from Lion Brewing
60345ead-bf7a-4a84-b3c4-f8c38a2cf41e,Russell Broadbent,Liberal Party of Australia,Monash,2019-07-26,Membership,Other Membership,BL & BM Broadbent Drapers Pty/Ltd,BL & BM Broadbent Drapers Pty Ltd,Super Fund Trustee,Trustee of BL & BM Broadbent Drapers Pty/Ltd Super Fund
7784f94d-8e88-4c1e-b690-a942575d7c8f,Russell Broadbent,Liberal Party of Australia,Monash,2019-07-26,Membership,Other Membership,BL & BM Broadbent Drapers Pty/Ltd,BL & BM Broadbent Drapers Pty Ltd,Joint Directorship,Joint Directors
b97109f3-01f6-44d4-9808-fd1a7d703f92,Russell Broadbent,Liberal Party of Australia,Monash,2019-07-26,Asset,Other Asset,"CBA, ANZ & Bendigo","CBA, ANZ & Bendigo",Savings Account,Cheque Savings
f882ab54-f3d3-4e58-9d24-1d48fb17319f,Russell Broadbent,Liberal Party of Australia,Monash,2019-07-26,Asset,Other Asset,"CBA, ANZ & Bendigo","CBA, ANZ & Bendigo",Savings Account,Cheque Savings
98a86e0f-3c44-477a-a3f6-85554671e5a2,Scott Buchholz,Liberal National Party,Wright,2019-07-30,Membership,Other Membership,L.C Buchholz and S.A Buchholz,SA Buchholz & LC Buchholz,Cattle Production Partnership,Self; Financial; Cattle Production
0b9c7c23-74b7-4902-b911-db8a2e62ce6b,Scott Buchholz,Liberal National Party,Wright,2020-10-14,Membership,Other Membership,L.C. and S.A. Buchholz,L.C. and S.A. Buchholz,L.C. and S.A. Buchholz Membership,Self - L.C. and S.A. Buchholz.
ef04391d-a162-4796-ad4e-a7865045cf97,Linda Burney,Australian Labor Party,Barton,2019-07-31,Membership,Professional,"Virgin Australia, National Press Club, Astra-Foxtel, Qantas","Virgin Australia, National Press Club, Astra-Foxtel, Qantas",Airport Lounge Memberships,"Virgin Australia Velocity Frequent Flyer, National Press Club, Astra - Foxtel (as supplied to all MP's offices), Qantas Chairmans Lounge Membership"
8b4def7f-ea3f-4d98-a210-93f336276786,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,Women's International League for Peace and Freedom,Women's International League for Peace and Freedom,Women's International League for Peace and Freedom Membership,Member
ce322712-2b06-4fb0-9918-00c5dff377b0,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Gift,Entertainment,"Cazaly's Football Club, Cairns","Cazaly's Football Club, Cairns",Membership,Member
15bf1b6c-0f43-433e-8206-490918e992b8,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Vice Patron, QLD Target Sports Inc.","Vice Patron, QLD Target Sports Inc.",Vice Patron of QLD Target Sports Inc.,N/A
521d85d3-1113-49cb-bc94-eec8b3c946dd,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Vice Patron, QLD Rifle Association Inc.","Vice Patron, QLD Rifle Association Inc.",Vice Patron of QLD Rifle Association Inc.,N/A
f4291d37-5d9b-412a-b943-74e92adf669d,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Patron, QLD Labor Enabled","Patron, QLD Labor Enabled",Patronage of QLD Labor Enabled,N/A
ec3a6874-bb1d-4970-8841-3cc52123deea,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Patron, Returned & Services League of Australia QLD Branch, National Servicemen's Sub Branch Inc.","Patron, Returned & Services League of Australia QLD Branch, National Servicemen's Sub Branch Inc.","Patronage of Returned & Services League of Australia QLD Branch, National Servicemen's Sub Branch Inc.",N/A
606cb0cd-22d7-4c1c-ab97-76fad8b04262,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Student, University of New England","Student, University of New England",Student Position,N/A
066dd4b0-8cbf-4fd8-856c-68a7cb5957a3,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Unknown,Other,"Patron, Qld Labor for Refugees","Patron, Qld Labor for Refugees",Patronage of Qld Labor for Refugees,N/A
34673cb0-3886-466f-a18e-d0377b304891,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Income,Other Income,"Author, chapter for forthcoming book on human rights, Australian Catholic University","Author, chapter for forthcoming book on human rights, Australian Catholic University","Author, chapter for book",no remuneration
a31138bd-3433-47bc-9442-96b1629b4806,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Membership,Other Membership,"Member of the Queensland Advisory Board of the McKell Institute, a research institute","Member of the Queensland Advisory Board of the McKell Institute, a research institute",Research Institute Advisory Board,Spouse/Partner
908eeb6b-c9e7-4b92-adc3-b97c682050bd,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Asset,Real Estate,"Morningside, QLD","Morningside, QLD",Residential House in Morningside,Family home
08a8e1b4-9350-4d70-b79b-2a5a618cff1d,Terri Butler,Australian Labor Party,Griffith,2019-07-31,Asset,Real Estate,"Morningside, QLD","Morningside, QLD",Residential House in Morningside,Spouse/partner Family home
88987ff9-f7af-45f1-b1cf-1acc8a2e1d78,Terri Butler,Australian Labor Party,Griffith,2019-10-18,Membership,Other Membership,Pine Rivers Caboolture and Redcliffe Group Training Scheme Inc (Pricar),Pine Rivers Caboolture and Redcliffe Group Training Scheme Inc (Pricar),Membership,Spouse: Trading as East Coast Training and Employment
27a035d8-590b-4452-b26c-1229f6ca64ef,Terri Butler,Australian Labor Party,Griffith,2021-05-25,Membership,Other Membership,Rail Tram and Bus Union (RTBU),Rail Tram and Bus Union (RTBU),Rail Tram and Bus Union Membership,Member
bb959621-9f25-454a-b625-bf848eb5e935,Terri Butler,Australian Labor Party,Griffith,2021-05-25,Unknown,Other,"United Nations Association of Australia, Qld Division","United Nations Association of Australia, Qld Division",Membership of United Nations Association,Member
396a5ccf-e3b9-4433-a450-d1d593c67e88,Mark Butler,Australian Labor Party,Hindmarsh,2019-07-29,Asset,Other Asset,"NAB, ING and HSBC(UK)","NAB, ING and HSBC(UK)",Savings Account,Savings accounts
c31988d2-4c19-43af-b203-1b572c128ac1,Mark Butler,Australian Labor Party,Hindmarsh,2019-07-29,Membership,Professional,Qantas and Virgin,"Qantas, Virgin",Airport Lounge Memberships,Airport loung memberships from Qantas and Virgin
a7c825ea-d7ce-44b1-be99-0b2be8046a0d,Nick Champion,Australian Labor Party,Spence,2019-07-29,Unknown,Other,South Australian Department of Health and Ageing,South Australian Department of Health and Ageing,Spouse Employment,"Employment, Spouse/partner"
7e651f13-5dc3-45d5-b4f2-9f54fc202452,Nick Champion,Australian Labor Party,Spence,2020-09-03,Unknown,Other,"South Australian Department of Health and Ageing, TAFE",South Australian Department of Health and Ageing,Spouse Employment at TAFE,"Spouse-Employment - Left South Australian Department of Health and Ageing. Now employed at TAFE, DELETION"
6512e04d-5199-4e41-a96a-4bc73186ffe6,Lisa Chesters,Australian Labor Party,Bendigo,2019-07-26,Asset,Real Estate,"Reid, ACT","Reid, ACT",Residential House in Reid,Residential
4d43c63a-6d3d-47a1-b075-8d4dcb494833,Lisa Chesters,Australian Labor Party,Bendigo,2019-07-26,Income,Other Income,"Meldon, VIC","Seddon, VIC",Property for sale in Meldon,Currently for sale
36151dbb-12f1-4308-afc6-cdd0dc4293bb,Jason Clare,Australian Labor Party,Blaxland,2019-07-26,Membership,Professional,"QANTAS, VIRGIN, FOXTEL","QANTAS, VIRGIN, FOXTEL","QANTAS Chairman's Lounge Membership, VIRGIN VELOCITY VIP Lounge Membership, FOXTEL for Electorate Office",Self - QANTAS Chairman's Lounge Membership; VIRGIN VELOCITY VIP Lounge Membership; FOXTEL for Electorate Office
444db6b4-6ddd-473b-9732-a6432c1df914,Jason Clare,Australian Labor Party,Blaxland,2019-07-26,Asset,Other Asset,"Care Leavers Australasia Network (CLAN), Bankstown District Sports Club, Bankstown RSL, White Ribbon Ambassador, Bankstown Youth Development Service (BYDS)","Care Leavers Australasia Network (CLAN), Bankstown District Sports Club, Bankstown RSL, White Ribbon Ambassador, Bankstown Youth Development Service (BYDS)",Patronage of CLAN,Self - Patron of Care Leavers Australasia Network (CLAN); Patron of Bankstown District Sports Club; Patron of Bankstown RSL; White Ribbon Ambassador; Patron of Bankstown Youth Development Service (BYDS)
b1246e4a-e139-4df6-a2e8-1812bcc6905e,Jason Clare,Australian Labor Party,Blaxland,2019-07-26,Asset,Other Asset,"ING, COMMONWEALTH BANK",COMMONWEALTH BANK,Savings Account,Spouse/partner - SAVINGS ACCOUNT
629433ae-010d-44b8-91b1-0b88e833ee86,Jason Clare,Australian Labor Party,Blaxland,2019-12-20,Gift,Hospitality,Food and Grocery Council,Australian Food and Grocery Council,Small Food hamper,1 x small Food hamper from Food and Grocery Council - valued at approx $30 received on 4th December 2019
f4c26a62-597d-4da6-92b0-f5641dcafb62,Libby Coker,Australian Labor Party,Corangamite,2019-07-29,Asset,Shares,Akas Pty Ltd (trustee company for Corrie-Smith Family Trust and Hannan Trust No 3),Akas Pty Ltd (trustee company for Corrie-Smith Family Trust and Hannan Trust No 3),Investment Trust,"Investment Trust, Joint beneficiary (spouse/partner)"
0d419124-600a-4a88-8db2-1bf256028301,Libby Coker,Australian Labor Party,Corangamite,2019-07-29,Asset,Shares,Akas Pty Ltd (trustee company for Corrie-Smith Family Trust and Hannan Trust No 3),Akas Pty Ltd (trustee company for Corrie-Smith Family Trust and Hannan Trust No 3),Share Investment,"Share investment, Hugh Corrie Smith (spouse/partner)"
bd824b69-2ff3-47c3-9450-d65eba1a9852,Libby Coker,Australian Labor Party,Corangamite,2019-08-01,Unknown,Other,"Patscherkofel Lodge, Mount Buller","Patscherkofel Lodge, Mount Buller",Accommodation,Self and spouse
c03a4670-fb43-4971-94b5-353b65e5efa1,Libby Coker,Australian Labor Party,Corangamite,2019-09-13,Gift,Other,Australian Subscription Television and Radio Association,Australian Subscription Television and Radio Association,Foxtel Subscription for Electorate Office,"Complimentary subscription to Foxtel from the Australian Subscription Television and Radio Association for the electorate office, valued at $1,600 per annum."
a068dd20-0cc3-408d-8c44-ae9643563acb,Libby Coker,Australian Labor Party,Corangamite,2020-03-17,Gift,Other Gift,Bannockburn and District Bowls Club,Bannockburn and District Bowls Club,Sponsorship of Sporting Clubs,Sponsorship of the following local sporting clubs:
50aa22f3-d094-4a3c-bee4-16cca9524078,Libby Coker,Australian Labor Party,Corangamite,2020-03-17,Gift,Entertainment,Birregurra Football and Netball Club,Birregurra Football and Netball Club,Sponsorship of Sporting Clubs,Sponsorship of the following local sporting clubs:
146c733d-ad3e-4a8a-ba75-e973abdc49a7,Libby Coker,Australian Labor Party,Corangamite,2020-03-17,Gift,Entertainment,Inverleigh Football and Netball Club,Inverleigh Football and Netball Club,Sponsorship of Sporting Clubs,Sponsorship of the following local sporting clubs:
e283c51e-d595-4873-83b0-b1e2e89e65ef,Libby Coker,Australian Labor Party,Corangamite,2020-03-17,Gift,Entertainment,Portarlington Football and Netball Club,Torquay Football and Netball Club,Sponsorship of Sporting Clubs,Sponsorship of the following local sporting clubs:
8f011b20-4796-46e1-94d9-79edf1922bbf,Libby Coker,Australian Labor Party,Corangamite,2020-03-17,Gift,Entertainment,Winchelsea Football and Netball Club,Winchelsea Football and Netball Club,Sponsorship of Sporting Clubs,Sponsorship of the following local sporting clubs:
02c5a43c-ac91-49a6-a19e-3c5e8aa8dc75,David Coleman,Liberal Party of Australia,Banks,2019-11-08,Unknown,Other,"University of New South Wales, Faculty of Business","University of New South Wales, Faculty of Business",Spouse Tutoring,Spouse: Tutor
c458dd28-3877-40ff-ba00-107c50237517,David Coleman,Liberal Party of Australia,Banks,2019-11-08,Asset,Shares,"University of New South Wales, Faculty of Business","University of New South Wales, Faculty of Business","Investment Income, Tutor Income","Dependent Children: Income from investments set out above, Tutor"
96c7c02e-a27c-48d2-b389-27bc7381b620,David Coleman,Liberal Party of Australia,Banks,Unknown,Unknown,Other,"University of New South Wales, Faculty of Business","University of New South Wales, Faculty of Business",Tutoring,Tutor
ef208f78-e509-4339-8668-28a629c03759,Julie Collins,Australian Labor Party,Franklin,2019-07-29,Asset,Real Estate,"Rose Bay, Tasmania","Rose Bay, Tasmania",Residential House in Rose Bay,Residence (50% ownership)
417284c9-3771-45ce-a4aa-8b04c4772a54,Julie Collins,Australian Labor Party,Franklin,2019-07-29,Asset,Real Estate,"Griffith, ACT",Griffith ACT,Residential House in Griffith,Second home for work (100% ownership)
c9d7480e-0e42-4d0a-8ad3-126bb16f0317,Julie Collins,Australian Labor Party,Franklin,2019-07-29,Asset,Real Estate,"Rose Bay, Tasmania","Rose Bay, Tasmania",Residential House in Rose Bay,"Residence (50% ownership, Spouse/partner)"
bcc64cfb-06a0-4898-bbd1-bd7949345af9,Julie Collins,Australian Labor Party,Franklin,2019-07-29,Asset,Shares,"Toowoomba, Queensland","Toowoomba, Queensland",Investment Property in Toowoomba,Investment (Spouse/partner)
1af4e08b-a79a-41b5-8e21-dea80baa96f7,Julie Collins,Australian Labor Party,Franklin,2019-07-29,Asset,Real Estate,Warrane/Mornington Neighbourhood House,Warrane/Mornington Neighbourhood House,Neighbourhood House Membership,Member
074c8c23-adad-4d09-80fd-2c4eeebc71ec,Vince Connelly,Liberal Party of Australia,Stirling,2019-07-29,Asset,Real Estate,"Scarborough, WA",Scarborough WA,Residential House in Scarborough,Self: Residential home
9683eeba-49bf-4caf-a0df-787f4a1ae9de,Vince Connelly,Liberal Party of Australia,Stirling,2019-07-29,Asset,Other Asset,"Mercer, MilSuper and Australian Super","Mercer, MilSuper and Australian Super",Superannuation,Self: Superannuation
fcaa1e6e-953f-46c3-9447-fb9b5f3c4a17,Vince Connelly,Liberal Party of Australia,Stirling,2019-07-29,Asset,Other Asset,"MilSuper, GESB","MilSuper, GESB",Superannuation,Spouse/partner: Superannuation
a30ac28d-837b-42ca-8e6c-c7d528fa5940,Vince Connelly,Liberal Party of Australia,Stirling,2019-07-29,Unknown,Other,Veterans Recovery and Restoration Centre Inc.,Veterans Recovery and Restoration Centre Inc.,Board Membership,Self: Board Member (voluntary unpaid)
d32f29ed-14e2-4faf-afa2-757a03af8ece,Vince Connelly,Liberal Party of Australia,Stirling,2019-07-29,Membership,Other Membership,"Liberal Party of WA, Stirling Division","Liberal Party of WA, Stirling Division",Liberal Party Membership,Self: Vice President
873b7c83-b82a-47ce-a1a1-8844806031b6,Vince Connelly,Liberal Party of Australia,Stirling,2020-02-17,Unknown,Other,Activ Life Physiotherapy and Rehabilitation,Activ Life Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Activ Life Physiotherapy and Rehabilitation (spouse only) (ADDITION)
054f8522-6ec9-4066-9a4a-56c6ada598d3,Vince Connelly,Liberal Party of Australia,Stirling,2020-02-17,Asset,Other Asset,"Jetts Fitness, Scarborough","Jetts Fitness, Scarborough",Gym Membership,"Jetts Fitness, Scarborough (ADDITION)"
c421cbe1-7d60-4b94-a0f1-098c3cb69b95,Vince Connelly,Liberal Party of Australia,Stirling,2020-06-04,Asset,Real Estate,"Trigg, WA","Trigg, WA",Residential House in Trigg,"New family home in Trigg, WA, with settlement having occurred on Monday 25 May 2020 (ADDITION)"
a0ff6ead-c2f3-48af-b748-745887808908,Pat Conroy,Australian Labor Party,Shortland,2020-02-10,Unknown,Other,Westlakes Access and Support,Westlakes Access and Support,Patronage of Westlakes Access and Support,Westlakes Access and Support - Patron
31800692-0638-4bff-8c45-8766e3b7c63a,Pat Conroy,Australian Labor Party,Shortland,2020-10-12,Liability,Other Liability,"LJ Hooker, Warners Bay","LJ Hooker, Warners Bay",Townhouse Rental,"Rental of Warners Bay Townhouse managed by LJ Hooker, Warners Bay"
